id,objectid,parentid,title,display_template,format,type,object_location,image_small,image_thumb,credits,caption,represents,uri,accession_number,actual_weight,architect,architect_evidence,architectural_order,assoc_building,attributed_by,beazley_number,building_type,category,ceramic_phase,collection,collection_history,commentary,comparanda,condit,condition_description,context,context_mod,culture,date_description,date_for_sort,decoration_description,denomination,description,die_axis,dimensions,documentary_references,donor,end_date,end_mod,entered_by,essay_number,essay_text,exploration,extent,findspot,findspot_mod,form_style_description,graffiti,history,human_name,image,images,in_group,in_whole,inscription,inscription_bibliography,inscriptions,issuing_authority,location,material,material_description,name,object_function,obverse_legend,obverse_type,original,original_or_copy,other_bibliography,other_notes,painter,painter_mod,period,period_for_sort,periods,perseus_version,physical,placement,plan,potter,potter_mod,primary_citation,region,relief,reverse_legend,reverse_type,scale,scale_for_sort,sculptor,sculptor_mod,sculpture_type,see_also,shape,shape_description,site_type,sources_used,start_date,start_mod,style,subject_description,summary,technique,technique_description,objtype,unitary_date,unitary_mod,ware
aa_425,aa_425,,Dewing 1007,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0801/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0801/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0801/full/^50,/0/default.jpg",,,,,,0.85,,,,,,,,,,Arthur S. Dewing Collection,"<P>G. Hirsch, 26 June 1956, 111.</P>",,,,,"Aigai, Macedonia",,,,-495.0,,Triehemiobol,,0 degrees,,,,-490,ca.,Fred S. Kleiner,,,,,,,,,,,"1990.26.0801,1990.26.0802","1990.26.0801,1990.26.0802",,,,,,,Perseus,Silver,,Dewing 1007,,,"Goat kneeling to the right, with head reverted; in field, two pellets",,,,,,,Archaic,25. Archaic,,1.0,,,,,,,Macedonia,,,Quadripartite incuse square,,,,,,,,,,,-500,ca.,,,,,,Coin,,,
1990.26.0801,i1990260801,aa_425,"Obverse: Goat kneeling to the right, with head reverted; in field, two pellets",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0801/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0801/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0801/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation","Obverse: Goat kneeling to the right, with head reverted; in field, two pellets",aa_425,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.26.0802,i1990260802,aa_425,Reverse: Quadripartite incuse square,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0802/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0802/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0802/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation",Reverse: Quadripartite incuse square,aa_425,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_426,aa_426,,Dewing 1009,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0057/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0057/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0057/full/^50,/0/default.jpg",,,,,,14.25,,,,,,,,,,Arthur S. Dewing Collection,"<P>Locker Lampson Collection, 142. Egger, 2 May 1912 (Prowe), 496 = Hirsch 26, 23 May 1910, 477 = Sotheby 3 Feb. 1909 (Benson), 412 = Sotheby, 23 Mar. 896 (Montagu), 203.</P>","<bibl>Regling 1906, no. 26 (this coin)</bibl>",,,,Amphipolis,,,,-379.0,,Tetradrachm,,45 degrees,,,,-358,ca.,Fred S. Kleiner,,,,,,,,,,,"1990.26.0057,1990.26.0058","1990.26.0057,1990.26.0058",,,,,,,Perseus,Silver,,Dewing 1009,,,"Head of Apollo, laureate, in 3/4 view to the right; at right, panther facing left",,,,,,,Late Classical,45. Late Classical,,1.0,,,,,,,Macedonia,,"<foreign lang = ""Greek"">*A*M*F*I*P*O*L*I*T*E*W*N</foreign>",Legend on raised frame within which race torch; all within incuse square,,,,,,,,,,,-400,ca.,,,,,,Coin,,,
1990.26.0057,i1990260057,aa_426,"Obverse: Head of Apollo, laureate, in 3/4 view to the right; at right, panther facing left",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0057/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0057/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0057/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation","Obverse: Head of Apollo, laureate, in 3/4 view to the right; at right, panther facing left",aa_426,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.26.0058,i1990260058,aa_426,Reverse: Legend on raised frame within which race torch; all within incuse square,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0058/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0058/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0058/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation",Reverse: Legend on raised frame within which race torch; all within incuse square,aa_426,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_427,aa_427,,Dewing 101,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0665/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0665/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0665/full/^50,/0/default.jpg",,,,,,7.27,,,,,,,,,,Arthur S. Dewing Collection,"<P>Acq. Ravel, 1929.</P>",,,,,"Neapolis, Campania",,,,-330.0,,Didrachm,,45 degrees,,,,-280,ca.,Patricia Erhart Mottahedeh,,,,,,,,,,,"1990.26.0665,1990.26.0666","1990.26.0665,1990.26.0666",,,,,,,Perseus,Silver,,Dewing 101,,,Filleted female head to right,,,,,,,Late Clas./Hell.,48. Late Clas/Hell.,,1.0,,,,,,,Campania,,"<foreign lang = ""Greek"">*N*E*A*P*O*L*I*T*W*N</foreign>","Man-faced bull walking to the right, head facing, crowned by Nike flying to the right, carrying wreath",,,,,,,,,,,-380,ca.,,,,,,Coin,,,
1990.26.0665,i1990260665,aa_427,Obverse: Filleted female head to right,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0665/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0665/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0665/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation",Obverse: Filleted female head to right,aa_427,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.26.0666,i1990260666,aa_427,"Reverse: Man-faced bull walking to the right, head facing, crowned by Nike flying to the right, carrying wreath",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0666/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0666/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0666/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation","Reverse: Man-faced bull walking to the right, head facing, crowned by Nike flying to the right, carrying wreath",aa_427,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_428,aa_428,,Dewing 1023,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0803/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0803/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0803/full/^50,/0/default.jpg",,,,,,9.85,,,,,,,,,,Arthur S. Dewing Collection,<P>Robinson Collection</P>,"""Lete"" is the traditional, but unsupported, attribution.",,,,Lete,,,,-525.0,,Stater,,315 degrees,,,,-520,ca.,Fred S. Kleiner,,,,,,,,,,,"1990.26.0803,1990.26.0804","1990.26.0803,1990.26.0804",,,,,,,Perseus,Silver,,Dewing 1023,,,"At left an ithyphallic satyr seizing, by the wrist, a maenad at right; in field, three pellets",,,,,,,Archaic,25. Archaic,,1.0,,,,,,,Macedonia,,,Incuse square divided into four rectangular parts,,,,,,,,,,,-530,ca.,,,,,,Coin,,,
1990.26.0803,i1990260803,aa_428,"Obverse: An ithyphallic satyr seizing, by the wrist, a maenad at right; in field, three pellets",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0803/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0803/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0803/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation","Obverse: An ithyphallic satyr seizing, by the wrist, a maenad at right; in field, three pellets",aa_428,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.26.0804,i1990260804,aa_428,Reverse: Incuse square divided into four rectangular parts,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1990.26.0804/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1990.26.0804/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1990.26.0804/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Dewing Greek Numismatic Foundation",Reverse: Incuse square divided into four rectangular parts,aa_428,https://iiif.perseus.tufts.edu/iiif/3/1990.26.0804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_1731,aa_1731,,Boston 21.1193,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0281/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0281/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0281/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,"Museum of Fine Arts, Boston",,,,,,,,Persian,,,,,,,"L. 0.025 m., W. 0.013 m.",,Francis Bartlett Donation,-480,ca.,Alan E. Kaiser/Josh Kallen,,,,,,,,,,,"2000.02.0281,2000.02.0282,2000.02.0283,2000.02.0289","2000.02.0281,2000.02.0282,2000.02.0283,2000.02.0289",,,,,,,Perseus,Sapphirine chalcedony,,Boston 21.1193,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,Cylinder Seal,,,,,"<bibl>Lewes 1920</bibl>, no. 8",-500,ca.,,,"Persian king in two-horse chariot, with disk of the sun and leonine griffin",,,Gem,,,
2000.02.0281,i2000020281,aa_1731,Leonine griffin,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0281/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0281/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0281/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Leonine griffin,aa_1731,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.02.0282,i2000020282,aa_1731,"Horses, disk of the sun with eagle's wings and tail",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0282/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0282/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0282/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston","Horses, disk of the sun with eagle's wings and tail",aa_1731,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.02.0283,i2000020283,aa_1731,Persian king in two-horse chariot,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0283/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0283/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0283/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Persian king in two-horse chariot,aa_1731,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.02.0289,i2000020289,aa_1731,"Cast showing a Persian king in two-horse chariot, with disk of the sun and leonine griffin",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0289/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0289/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0289/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston","Cast showing a Persian king in two-horse chariot, with disk of the sun and leonine griffin",aa_1731,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_1732,aa_1732,,Boston 21.1194,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0033/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0033/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0033/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,"Museum of Fine Arts, Boston",,,,,,,,Greek,,,,,,,"L. 0.02 m., W. 0.015 m., Th. 0.006 m.",,Francis Bartlett Donation,,,Alan E. Kaiser/Josh Kallen,,,,,,,,,,,"2000.02.0033,2000.02.0103","2000.02.0033,2000.02.0103",,,,,,,Perseus,Chalcedony,,Boston 21.1194,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,Scaraboid,,,,,"<bibl>Lewes 1920</bibl>, no. 27",,,Archaic,,Archer,,,Gem,-500,ca.,
2000.02.0033,i2000020033,aa_1732,Archer,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0033/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0033/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0033/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Archer,aa_1732,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.02.0103,i2000020103,aa_1732,Cast showing an archer,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0103/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0103/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0103/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Cast showing an archer,aa_1732,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_1733,aa_1733,,Boston 21.1195,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0051/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0051/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0051/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,"Museum of Fine Arts, Boston",,,,,,,,Greek,,,,,,,"L. 0.014 m., W. 0.011 m.",,Francis Bartlett Donation,-480,ca.,Alan E. Kaiser/Josh Kallen,,,,,,,,,,,"2000.02.0051,2000.02.0120","2000.02.0051,2000.02.0120",,,,,,,Perseus,Sard,,Boston 21.1195,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,Scarab,,,,,"<bibl>Lewes 1920</bibl>, no. 30",-500,ca.,Archaic,,A young warrior bending over to pick up his helmet,,,Gem,,,
2000.02.0051,i2000020051,aa_1733,A young warrior bending over to pick up his helmet,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0051/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0051/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0051/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",A young warrior bending over to pick up his helmet,aa_1733,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.02.0120,i2000020120,aa_1733,Cast showing a young warrior bending over to pick up his helmet,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0120/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0120/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0120/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Cast showing a young warrior bending over to pick up his helmet,aa_1733,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_1734,aa_1734,,Boston 21.1196,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0073/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0073/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0073/full/^50,/0/default.jpg",,,,,,,,,,,,,,,,"Museum of Fine Arts, Boston",,,,,,,,Greek,,,,,,,"L. 0.017 m., W. 0.013 m., Th. 0.007 m.",,Francis Bartlett Donation,,,Alan E. Kaiser/Josh Kallen,,,,,,,,,,,"2000.02.0073,2000.02.0141","2000.02.0073,2000.02.0141",,,,,,,Perseus,Chalcedony,,Boston 21.1196,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,Scaraboid,,,,,"<bibl>Lewes 1920</bibl>, no. 34",,,Archaic,,"Crouching lion; above him, an eagle flying with a serpent in his talons",,,Gem,-480,ca.,
2000.02.0073,i2000020073,aa_1734,"Crouching lion; above him, an eagle flying with a serpent in his talons",image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0073/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0073/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0073/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston","Crouching lion; above him, an eagle flying with a serpent in his talons",aa_1734,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.02.0141,i2000020141,aa_1734,Cast showing a crouching lion; above him an eagle flying with a serpent in his talons,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/2000.02.0141/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/2000.02.0141/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/2000.02.0141/full/^50,/0/default.jpg","Photograph by Maria Daniels, courtesy of the Museum of Fine Arts, Boston",Cast showing a crouching lion; above him an eagle flying with a serpent in his talons,aa_1734,https://iiif.perseus.tufts.edu/iiif/3/2000.02.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_1878,aa_1878,,Three Muses relief,compound_object,compound_object,record,http://iiif.perseus.tufts.edu/iiif/3/1998.01.0030/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1998.01.0030/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1998.01.0030/full/^50,/0/default.jpg",,,,,NM 217,,,,,,,,,Separated fragments,,"Athens, National Archaeological Museum",,,,Intact,"This one (of perhaps four original relief plaques) constitutes a rectangular relief plaque that is intact on all edges, but missing the heads of the figures.",Mantinea,From,,,0.0,,,,,H. 0.97 m; W. 1.36 m,"<bibl n=""Paus. 8.9.1"">Paus. 8.9.1</bibl>",,-320,ca.,Amy C. Smith,,,,,Mantinea (in August 1887),Found at,,,,,"1998.01.0030,1998.01.0358","1998.01.0030,1998.01.0358",,Mantinea statue base,,,,,Perseus,Marble,,"Athens, NM 217",Cult,,,,Original,,,,,Late Classical,45. Late Classical,,3.0,,,,,,,Arcadia,,,,Under life-size,,Praxiteles,Attributed to the workshop of,"Statue base, relief-decorated",,,,,"<bibl>Boardman 1995, fig. 28.3</bibl>; A. Ajootian in <bibl>Palagia & Pollitt 1996, 123</bibl>; <bibl>Stewart 1990, 177, fig. 494</bibl>; <bibl>Karouzou 1968, 168-69</bibl>; <bibl>Svoronos 1903-12, 179, pl. 30.2</bibl>",-330,ca.,Late Classical,"Three standing muses, amply swathed in himatia covering chitons, and with slippers on their feet. The first, standing in 3/4-view to the the right, seems to hold an opened scroll in both hands, held just above waist level. The second, in a frontal posture, but with her head turned 3/4-view to the left, holds her right hand on her hip, and her left hand (holding perhaps a scroll) in front of her left thigh. The third stands nearly frontal, slightly to the left, grasps her skirt with her left hand, and holds a kithara up high with her outstretched right hand.",Three standing muses,Medium relief,,Sculpture,,,
1998.01.0030,i1998010030,"aa_1878,aa_1964",Three Muses relief. Below: NM 217; above: NM 216,image,image/jpeg,Image;StillImage,http://iiif.perseus.tufts.edu/iiif/3/1998.01.0030/full/max/0/default.jpg,"http://iiif.perseus.tufts.edu/iiif/3/1998.01.0030/full/^800,/0/default.jpg","http://iiif.perseus.tufts.edu/iiif/3/1998.01.0030/full/^50,/0/default.jpg","From Svoronos 1903-12, pl. 30",Three Muses relief. Below: NM 217; above: NM 216,"aa_1878,aa_1964",https://iiif.perseus.tufts.edu/iiif/3/1998.01.0030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa_1879,aa_1879,,Hand of kouros to which the Dipylon Head belongs,compound_object,compound_object,record,,,,,,,,,,,,,,,,,Separated fragments,,"Athens, National Archaeological Museum",,,,Fragmentary,"<P>Part of arm, preserving hand, broken off.</P>","Athens, Kerameikos",From,,,0.0,,,,,,,,-580,ca.,Amy C. Smith,,,,,"Athens, Kerameikos (in fortifications near the Dipylon Cemetery, in 1930)",Found at,,,,,,,,Kouros of the Dipylon Head,,,,,Perseus,Marble,,"Athens, NM 3965",Funerary?,,,,Original,,,,,High Archaic,27. High Archaic,,3.0,,,,,,,Attica,,,,Over life-size,,,,Free-standing statue: kouros,,,,,"<P><bibl>Stewart 1990, 111</bibl>; <bibl>Karouzou 1968, 5</bibl></P>",-600,ca.,High Archaic,,Hand of kouros to which the Dipylon Head belongs,In-the-round,,Sculpture,,,
